customer_id,rfm_frequency_all_time,q60_days_since_first_transaction,q50_days_since_first_transaction,rfm_frequency_90d,max_days_since_previous_transaction,tenure_all_time,q20_days_since_first_transaction,rfm_recency_60d,q20_amount,q30_customer_transaction_order,q95_days_since_previous_transaction,q10_days_since_previous_transaction,q90_amount,q95_days_since_first_transaction,q50_customer_transaction_order,q50_days_since_previous_transaction,q80_days_since_previous_transaction,min_customer_transaction_order,mean_days_until_next_transaction,q60_days_since_previous_transaction,mode_customer_transaction_order,q70_days_until_next_transaction,q60_amount,max_days_until_next_transaction,rfm_frequency_30d,min_days_until_next_transaction,rfm_recency_90d,rfm_recency_all_time,rfm_recency_30d,tenure_30d,q10_customer_transaction_order,slope_amount,q80_customer_transaction_order,slope_days_until_next_transaction,q99_days_since_previous_transaction,q70_days_since_previous_transaction,q80_days_until_next_transaction,mode_days_until_next_transaction,q99_days_since_first_transaction,q99_amount,q70_days_since_first_transaction,max_amount,q70_amount,rfm_frequency_60d,q90_days_since_first_transaction,q90_days_until_next_transaction,q30_days_until_next_transaction,q99_days_until_next_transaction,q40_days_until_next_transaction,q30_amount,q5_days_until_next_transaction,q5_customer_transaction_order,q80_amount,mode_amount,tenure_60d,slope_days_since_first_transaction,q50_amount,q10_days_until_next_transaction,q70_customer_transaction_order,mean_days_since_first_transaction,q5_days_since_previous_transaction,q30_days_since_previous_transaction
C01552,0.6057117747675892,0.6941125143674982,0.567373540531851,1.0760125887243972,-0.9684698690579596,0.34674424746053495,0.16881912703058546,0.16263595501671668,-0.23131857607545633,1.0759679693566115,-0.2607750834376635,-0.6532972657309175,-0.19325868294538584,0.5091524305932646,1.0759690161515003,0.009565253407058353,0.14554669729494213,0.0,-0.8047771532112556,0.052537254306882684,0.0,-0.35972438220109454,-0.3766910169385897,-1.0868219371108194,0.8228592438320955,-0.6875267218051032,0.23777853192521115,0.3834185691573705,0.27405421719269174,0.5135466307261287,1.0759676308404515,0.2915820962744924,1.075972587243137,-0.30293253972279455,-0.8381368037599609,0.15678866546707174,-0.5459775678812895,-0.2588844758192371,0.7344633289940714,0.10275051996455958,0.4445419578740313,0.14500125911569442,-0.17368915798718798,1.1081551269599041,0.3897184909863567,-0.8324412622461429,-0.6458606383294337,-1.0633590793488852,-0.7798840714555526,-0.32405976945102943,-0.6109929105692652,1.0759676046453457,-0.21035736246586192,-0.5181791067957701,0.751340154570241,-0.08308522520454337,-0.36060815983501815,-0.6723600967966576,1.0759710958045978,0.5706280266266059,-0.6205167796501695,-0.32957798440036873
C02842,-0.45727733094208567,-0.5981151775573983,-0.7480955998595493,-0.6794562251067287,0.38361608599664704,-0.07199625494163577,-1.0284517333829073,-0.014324535976578916,-1.3294822943103315,-0.6797229835106335,0.5177427295502596,0.6389769630980945,-1.347474269784929,-0.7286370987030332,-0.6797167373309931,0.16026626517741913,0.4037252090840958,0.0,0.5537263609631826,0.29620194925884175,0.0,1.1121130386142992,-1.3124970251902948,0.034868500430940266,-0.3943923841199108,0.5996592264380565,0.37909764806076657,0.19202490737186717,0.08979957258560499,0.0318800506165793,-0.6797250032976992,0.2854642497435696,-0.6796954244147195,-0.19676464776111285,0.45251606715357207,0.365513889573521,0.8266725698720623,0.21098637360894576,-0.5661124828020103,-1.2916564748108244,-0.6312636238234357,-1.2779201082730272,-1.3334522870724228,-0.31857870831219387,-0.8118480056767833,0.4353524709452858,-0.0679388222343677,0.07116441046728919,0.2580262790977023,-1.3974885498512555,0.47020786057027747,-0.6797251595906225,-1.3313393014721877,-1.0597124962954019,0.18577889205086892,0.5471903993076943,-1.3415555697153476,0.3460179317966261,-0.6797043264094755,-0.8068854975497195,0.8094522133679454,0.23865397550696443
C01642,-0.866119294676576,0.03666065591988409,0.045539353823165374,4.783052333386703e-13,0.009049744807136753,-1.2315853385168778,-0.031075741949521684,-1.9086772571036845,-0.0756543317443511,4.14831556820363e-13,0.006904017097578455,0.011026307607507621,0.01911800957453136,-0.0009636379397387656,4.181489709454702e-13,0.026577688912133243,0.024389342749589316,0.0,0.02875789914260379,0.03905349941222792,0.0,-0.010809223307865563,-0.0004563245028641364,0.0008699397651816138,-0.45156970752948167,-6.889351687832011e-05,-1.8291037606050196,-0.8446907606329427,-1.9873512313582433,2.8169370601855247e-14,4.139822982585455e-13,-0.5125022500926684,4.213234131457369e-13,-0.14981216546442613,0.00738392527185023,0.02265946057146605,0.07236563570594066,-0.18496525630874264,-0.0019852386042219193,0.002103878117362905,0.058490153939617116,-0.007902459394275722,-0.016372595479266974,-0.3235368676758456,0.008708523810973494,0.07354313973216368,-0.038325731542618334,0.00035568199508149393,-0.04398084580278266,0.006889925282382372,-0.000195942453972714,4.1188317913222833e-13,-0.03045170797015328,-0.01031974872282158,-1.1020112827098132e-13,0.05095191753505771,0.00841811479401628,0.0059805667222282,4.198258136176585e-13,-0.015279794034287128,0.00017549902692551176,0.014431289608835654
C00191,-0.866119294676576,0.4009920748963623,0.08170455805552115,-1.0845644129139116,-0.21700080431485796,-1.2315853385168778,-0.2618835945266918,0.6345305976655049,-0.09121528336004282,-1.0832879938986737,-2.4526919744352553,-0.15019815899768182,0.0022656046006426277,-0.2732662359900372,-1.0833178887889545,-2.8943468997940025,-2.982951099950248,0.0,-0.11700719008624806,-2.942441681015808,0.0,-0.4178623277211157,-0.1534227545729785,-0.018980463693433564,-0.8625660871783747,-0.0021673050667196164,0.5204167641963219,0.8938016672520461,0.7653999361449231,-1.301965863532942,-1.08327832690384,0.028021466333514076,-1.0834198920401443,2.990257731679258,-0.881823430987381,-2.977687014622426,-0.19217255875046654,-0.0681443299856785,-1.3101844192656982,0.013184638278244343,1.0609628873358012,0.019695668926351547,-0.11613658416375314,-0.8673224911091546,0.7588484839850984,0.15222228426202233,-0.0049875802841891324,0.00835333610699967,-0.05955630303649674,-0.21745425119480155,0.002373042402571648,-1.0832775788616194,-0.039134122612479935,-0.05105688888244529,-1.3803907580027768,-2.7235213970905403,-0.010234481044314816,-0.043433155775867927,-1.0833772877479138,0.23800378984718623,-0.028075922307023396,-1.8669337841972997
C02329,-0.1302037599544934,3.396043142937735,3.327279384098122,-0.4093840999019401,4.710291142171388,1.9572846413150378,6.4028846415973915,0.08890241710284351,1.9576218851057394,-0.40961668306951887,3.0584869099216987,-0.16100232141510343,0.2034482206157355,1.9374922563842856,-0.40961123679522493,0.16026626517741913,1.1362316843928577,0.0,1.771793857849546,0.6429555536135527,0.0,1.5831010132752255,0.5066822777836965,3.6242779005645716,-0.1134881622848324,-0.4300895321564713,0.30843808999298883,-0.5576002679546876,-0.017682303435195616,1.6250848925173964,-0.40961844419952226,0.8602521162412758,-0.409592653390434,-0.6495759857596043,4.597122885821036,0.8890958076710547,1.9705476846665222,-0.7287553252474199,1.7991586595759483,0.281256385050289,2.649943400353839,0.2808389941584362,0.17933581518721192,-0.09908119519340956,1.943356891241653,3.08782872123941,-0.14250937914986014,3.596973101040788,-0.27766938570397787,1.5028453363519398,-0.3127306288755984,-0.40961858047739674,-0.11973308189563268,-0.1272749371231754,1.7519485421045145,1.1374057724843205,0.7905962302131216,-0.19869589745094426,-0.409600415299618,2.9940469560893943,-0.2753518503009693,0.1653337226156957
C00002,-0.04843536720759534,-0.038424576777183354,0.0005077945813351635,2.3627414986890185e-13,0.010423780259810788,-0.6356853927907118,0.017761355617709258,-1.2893155386271826,-0.021038341013306868,1.791272650173712e-13,0.12310772966449929,0.017585067536993404,0.021157201938235372,0.00687825873448292,1.835249356129e-13,0.10788983920271977,0.16172420308226643,0.0,0.020749939651934644,0.13976400361917518,0.0,0.04044466335701039,0.050054123730770624,-0.006620462370782328,-0.3943923841199108,-2.7339598627535156e-05,-1.2355634728356097,-0.7649434015556497,-0.4322552538011408,-1.0981838488712097,1.7962723408682995e-13,-0.5317658340505808,1.8607201270955855e-13,-0.2293280636664717,0.04481643112898764,0.1596383821825791,0.04570186665819895,0.010073131420415236,0.0021467154559062724,0.0017879689581730533,-0.03100900293848075,-0.005001410148088392,0.05690871587681503,-0.23499599136489738,0.0240122870187916,-0.013473103944416486,0.00230052202785904,-0.005513058349515762,-0.00231736602566721,0.028703314909062416,-0.0004766925404462068,1.80077065212161e-13,-0.033612583052038736,0.008939259457080573,-5.2395767859554935e-14,0.15839452278769564,0.021632577672912007,0.011401296322533365,1.8335249819220187e-13,-0.012931285664968298,0.001002353934072699,0.09331629361485222
C02208,-0.5390457236889837,-0.04534890890258999,0.030999542646198884,-2.024521649638103e-13,0.010256031824276562,-0.6517907967292568,-0.0190655721603474,-1.3335556613755193,-0.025689971341380104,-2.233093248040219e-13,0.07653174292981031,0.015114392686820327,0.023711712381812584,0.011017184226100605,-2.1831070772253463e-13,0.04688819330095853,0.10524750857962772,0.0,0.016329168927606753,0.07694946508452309,0.0,0.05047920084475265,0.0330243937125682,-0.0037045306332350596,-0.8625660871783747,-5.405893156513799e-05,-1.277959207676256,-0.7968423451865668,-0.30941882406308296,-1.301965863532942,-2.2235992333119268e-13,-0.6687902267757918,-2.2325642781992962e-13,-0.1590501702449581,0.027969510289264282,0.10076858901488384,0.04946942742222628,0.08009024518098432,0.0010053705159640703,0.0006776789145998737,-0.034950861388733004,-0.016769454211189624,0.051410303508727426,-0.47833469174579796,0.0287024743162668,-0.02457652828313567,0.00027623087356938624,-0.0055680892304637635,-0.00118590213875239,-0.007744002196741408,-0.0004699862281613202,-2.1846151874614367e-13,-0.03256381993281846,-0.01537268171971552,-3.693978913992221e-14,0.09727018303752878,-0.044111144709807835,0.012522285368879348,-2.2310743237966995e-13,-0.00945556927469451,0.0004778005913519087,0.05745414610909718
C00749,0.19686981103309886,-0.39931091726126017,-0.28381237383905505,-0.4093840999019401,-0.0670792323548885,0.958749597125246,-1.1316647385909668,-0.07331136630767746,-0.9597342339210961,-0.40961668306951887,0.17374648660210731,0.2697557548612339,-1.2463614832952268,-0.5034412937547244,-0.40961123679522493,0.22054666988556343,0.16956330304277045,0.0,-0.006584687604544635,0.16499788274624844,0.0,0.17013708929244725,-1.0121730858741536,-0.3390283120829796,-0.0198534216731396,-0.17265234250783934,0.4356252945149887,-0.6373476270319807,-0.4169007000838836,0.8655337469600302,-0.40961844419952226,0.6120094723399837,-0.409592653390434,-0.2534973908050074,-0.002487757023078192,0.1320246558273235,0.5147066294735733,0.6808572230371286,-0.3459761099882767,-1.183297434434462,-0.5390517168207954,-1.1700655091241832,-1.152813673749578,0.010667561365982585,-0.6083569054354452,0.0756946742952351,0.1371302092832363,-0.3031901417279468,-0.11026449045345295,-1.0272218816490046,-0.0020407521113619625,-0.40961858047739674,-1.2626395008758942,-0.9029849274875129,0.5338165920627902,0.25055365734845697,-1.030673860455212,0.15655225205834075,-0.409600415299618,-0.526916690103143,0.11912235466954518,0.4952748606264053
C01922,-0.21197215270139147,-0.09823793803295623,-0.04894890244654063,-1.0683909274275012e-12,-0.0067305943712329536,-0.32968271795835624,0.20308168981978383,0.01516887918897035,-0.15350920519771263,-1.000193869287844e-12,0.18545081765653534,0.0030782562965150956,0.25296969357749943,-0.010056927839049198,-1.0056686667833683e-12,0.17522565964738876,0.21604237810022833,0.0,0.005257954214977922,0.23359208455052083,0.0,-0.0799237066441893,-0.019320699094999474,-0.004935801817325199,-0.300757643508218,-7.325361070848828e-05,-0.8822656824961772,-0.6692465706628979,-0.46296436123565526,-0.5979916310651391,-9.95596689763398e-13,-0.6242263782590165,-1.0134252489153151e-12,-0.26944720915124465,0.062148564202622984,0.24622452486453775,-0.13165437224698923,0.2965991054954623,0.006481971272331515,0.00038703441614509865,0.010138520079919274,0.006140245627656463,0.05004239813454807,-0.8673224911091546,-0.06351391531668628,0.022104342293695664,-0.007144645762660787,-0.0008998818251463787,0.08209421254521296,0.05557389352620158,3.842828524534139e-05,-9.975459740686987e-13,0.26790810045339286,0.10121773184720324,-1.3803907580027768,0.20494398523596918,0.1249541354999526,-0.011094987996639731,-1.0156357540048417e-12,-0.036784153814821245,0.0023911160594781234,0.09068712578817413
C00444,0.6874801675144873,2.1399616801575916,2.7340285952941574,1.0760125887243972,0.29347702232633993,2.3599197397786633,2.088581023900496,0.36908986117556153,-0.6551712392538291,1.0759679693566115,0.13150133395935204,-0.4994550956322256,0.05410041083822872,1.945366235578282,1.0759690161515003,0.25068687223963554,0.17556745447972744,0.0,-0.09113290209430394,0.23997163503915891,0.0,-0.24197738853586304,0.07566964880541635,1.455676387983836,0.8228592438320955,-0.6875267218051032,0.2660423551523222,-0.8127918170020255,-0.35548248521485465,2.1993796611095515,1.0759676308404515,0.24550345305094778,1.075972587243137,-0.2843666774612441,0.26839000600815704,0.22754297872349522,-0.1924161687630017,-0.023949051105145683,2.0704633846912137,0.005317167830170302,1.6970870279932246,0.017319412926450735,0.41452503911897237,0.8886576138411197,1.7850860354983897,-0.0591769994485336,-0.4221489675829566,1.289726677306884,-0.21070742760376784,-0.09912563982971462,-0.6109929105692652,1.0759676046453457,0.28447629253908513,-0.9206701395319828,1.5344249795970637,0.12206303706108033,-0.07490529975462891,-0.5302608369929436,1.0759710958045978,2.1047342736120336,-0.6205167796501695,-0.05462703605811072
