customer_id,q30_customer_transaction_order,tenure_all_time,q50_days_since_first_transaction,rfm_recency_90d,slope_amount,rfm_recency_30d,q70_days_until_next_transaction,q30_amount,q40_amount,q10_days_since_previous_transaction,mode_amount,q5_customer_transaction_order,rfm_recency_all_time,q5_days_until_next_transaction,q99_customer_transaction_order,rfm_frequency_all_time,q5_days_since_first_transaction,q60_amount,q50_days_until_next_transaction,q50_amount,q80_days_since_previous_transaction,mode_customer_transaction_order,q40_days_until_next_transaction,q50_days_since_previous_transaction,q5_days_since_previous_transaction,min_amount,q20_days_since_first_transaction,q70_days_since_first_transaction,q20_days_until_next_transaction,q95_days_since_first_transaction,tenure_30d,q30_days_since_previous_transaction,q90_days_until_next_transaction,q90_days_since_previous_transaction,q70_days_since_previous_transaction,q99_amount,mode_days_since_first_transaction,rfm_monetary_90d,min_days_until_next_transaction,q80_customer_transaction_order,q10_customer_transaction_order,q60_days_until_next_transaction,q70_customer_transaction_order,q90_days_since_first_transaction,rfm_monetary_30d,q95_days_until_next_transaction,q60_days_since_first_transaction,min_customer_transaction_order,q40_days_since_previous_transaction,rfm_frequency_90d,q10_days_since_first_transaction,q95_customer_transaction_order,q10_amount,mean_customer_transaction_order,q60_customer_transaction_order,q60_days_since_previous_transaction,q90_customer_transaction_order,q1_amount,tenure_90d,rfm_frequency_60d,q1_days_since_previous_transaction,q80_days_until_next_transaction
C01552,1.0759679693566115,0.34674424746053495,0.567373540531851,0.23777853192521115,0.2915820962744924,0.27405421719269174,-0.35972438220109454,-0.32405976945102943,-0.4659488067816784,-0.6532972657309175,-0.5181791067957701,1.0759676046453457,0.3834185691573705,-0.6109929105692652,1.0759782573058785,0.6057117747675892,1.54192256959264,-0.3766910169385897,-0.7725482915125222,-0.36060815983501815,0.14554669729494213,0.0,-0.7798840714555526,0.009565253407058353,-0.6205167796501695,-0.5048999018363876,0.16881912703058546,0.4445419578740313,-0.6275382511349102,0.5091524305932646,0.5135466307261287,-0.32957798440036873,-0.8324412622461429,0.029998662748177026,0.15678866546707174,0.10275051996455958,3.128889552066126,0.7101334904992904,-0.6875267218051032,1.075972587243137,1.0759676308404515,-0.634507137848167,1.0759710958045978,0.3897184909863567,0.5175194691977318,-0.9413245032782217,0.6941125143674982,0.0,-0.08007413295889419,1.0760125887243972,0.8993157649621686,1.0759762974935259,-0.31501314190353696,1.075964976100796,1.0759699112871837,0.052537254306882684,1.075974389675976,-0.5087984928838282,0.7735168950186728,1.1081551269599041,-0.7170222342739658,-0.5459775678812895
C02842,-0.6797229835106335,-0.07199625494163577,-0.7480955998595493,0.37909764806076657,0.2854642497435696,0.08979957258560499,1.1121130386142992,-1.3974885498512555,-1.4143650379448591,0.6389769630980945,-1.0597124962954019,-0.6797251595906225,0.19202490737186717,0.47020786057027747,-0.6796615705728891,-0.45727733094208567,-0.7953956518141512,-1.3124970251902948,0.731223449968126,-1.3415555697153476,0.4037252090840958,0.0,0.2580262790977023,0.16026626517741913,0.8094522133679454,-1.0456138487177353,-1.0284517333829073,-0.6312636238234357,0.13047411171287537,-0.7286370987030332,0.0318800506165793,0.23865397550696443,0.4353524709452858,0.4607611515277857,0.365513889573521,-1.2916564748108244,-0.5235083503362218,-0.9101675297971941,0.5996592264380565,-0.6796954244147195,-0.6797250032976992,1.0434186089166064,-0.6797043264094755,-0.8118480056767833,-0.7277836696785297,0.23618398012955033,-0.5981151775573983,0.0,0.18021475117656405,-0.6794562251067287,-0.7958609637474142,-0.6796732738141705,-1.2775392818027849,-0.679740840937232,-0.6797113956349655,0.29620194925884175,-0.6796846646053034,-1.0833923513777055,-0.5182068409699442,-0.31857870831219387,0.9543212713842494,0.8266725698720623
C01642,4.14831556820363e-13,-1.2315853385168778,0.045539353823165374,-1.8291037606050196,-0.5125022500926684,-1.9873512313582433,-0.010809223307865563,0.006889925282382372,0.07965178094531099,0.011026307607507621,-0.01031974872282158,4.1188317913222833e-13,-0.8446907606329427,-0.000195942453972714,4.315697633952546e-13,-0.866119294676576,0.03716899953468437,-0.0004563245028641364,-0.06981647850579704,0.00841811479401628,0.024389342749589316,0.0,-0.04398084580278266,0.026577688912133243,0.00017549902692551176,0.0030508400066418047,-0.031075741949521684,0.058490153939617116,-0.025631457402600127,-0.0009636379397387656,2.8169370601855247e-14,0.014431289608835654,0.07354313973216368,0.024870296748880236,0.02265946057146605,0.002103878117362905,0.07436482210740242,-0.06081466089787522,-6.889351687832011e-05,4.213234131457369e-13,4.139822982585455e-13,-0.044242700348072914,4.198258136176585e-13,0.008708523810973494,-0.4327567589858956,0.011199101218627782,0.03666065591988409,0.0,0.03292752410542302,4.783052333386703e-13,-0.1278495734465357,4.2903672469366336e-13,-0.01473585258451734,4.1023689705232483e-13,4.2042697397080564e-13,0.03905349941222792,4.2915127518387323e-13,-0.00015119379059744552,2.2429346414456453e-13,-0.3235368676758456,1.1008681864988245e-05,0.07236563570594066
C00191,-1.0832879938986737,-1.2315853385168778,0.08170455805552115,0.5204167641963219,0.028021466333514076,0.7653999361449231,-0.4178623277211157,-0.21745425119480155,-0.07966009388939427,-0.15019815899768182,-0.05105688888244529,-1.0832775788616194,0.8938016672520461,0.002373042402571648,-1.0835819074642843,-0.866119294676576,0.07120492908786127,-0.1534227545729785,-0.19113836704494483,-0.010234481044314816,-2.982951099950248,0.0,-0.05955630303649674,-2.8943468997940025,-0.028075922307023396,-0.031081577647944853,-0.2618835945266918,1.0609628873358012,-0.11038998489974469,-0.2732662359900372,-1.301965863532942,-1.8669337841972997,0.15222228426202233,-2.8880095242158195,-2.977687014622426,0.013184638278244343,0.39991570556329537,-0.9361497360531574,-0.0021673050667196164,-1.0834198920401443,-1.08327832690384,-0.35813782942654043,-1.0833772877479138,0.7588484839850984,-0.7654475335373142,0.07412152188695156,0.4009920748963623,0.0,-2.716898818531839,-1.0845644129139116,-0.4787768093610565,-1.0835259000617212,0.009773245058722043,-1.0832025243715813,-1.083343454441851,-2.942441681015808,-1.083471386735964,-0.00248139210710249,-1.540821465294266,-0.8673224911091546,-0.0005910402048567065,-0.19217255875046654
C02329,-0.40961668306951887,1.9572846413150378,3.327279384098122,0.30843808999298883,0.8602521162412758,-0.017682303435195616,1.5831010132752255,1.5028453363519398,1.1167650515137915,-0.16100232141510343,-0.1272749371231754,-0.40961858047739674,-0.5576002679546876,-0.3127306288755984,-0.40956313551461715,-0.1302037599544934,4.430905961269357,0.5066822777836965,0.4304691016719964,0.7905962302131216,1.1362316843928577,0.0,-0.27766938570397787,0.16026626517741913,-0.2753518503009693,-0.11458724423397319,6.4028846415973915,2.649943400353839,0.004138717904911171,1.9374922563842856,1.6250848925173964,0.1653337226156957,3.08782872123941,1.8407259385916646,0.8890958076710547,0.281256385050289,-0.5235083503362218,-0.10815529771056456,-0.4300895321564713,-0.409592653390434,-0.40961844419952226,0.9368836408680499,-0.409600415299618,1.943356891241653,0.4625333465375039,3.438180733255948,3.396043142937735,0.0,0.16162268802403132,-0.4093840999019401,5.246353118781792,-0.4095733397668326,1.022162496566788,-0.4096322537006123,-0.40960657918540405,0.6429555536135527,-0.4095832716389528,0.0004201534586700232,1.7423096970101357,-0.09908119519340956,-0.3703986324844797,1.9705476846665222
C00002,1.791272650173712e-13,-0.6356853927907118,0.0005077945813351635,-1.2355634728356097,-0.5317658340505808,-0.4322552538011408,0.04044466335701039,0.028703314909062416,0.0141776261966212,0.017585067536993404,0.008939259457080573,1.80077065212161e-13,-0.7649434015556497,-0.0004766925404462068,1.9337039370545378e-13,-0.04843536720759534,-0.012383943161036587,0.050054123730770624,-0.01351710423858823,0.021632577672912007,0.16172420308226643,0.0,-0.00231736602566721,0.10788983920271977,0.001002353934072699,-0.002991218372951773,0.017761355617709258,-0.03100900293848075,0.007048022037275603,0.00687825873448292,-1.0981838488712097,0.09331629361485222,-0.013473103944416486,0.15597315828617334,0.1596383821825791,0.0017879689581730533,-0.21627874716153536,0.3686732528558665,-2.7339598627535156e-05,1.8607201270955855e-13,1.7962723408682995e-13,0.00930385236444357,1.8335249819220187e-13,0.0240122870187916,0.04403494506859248,-0.02769346282385049,-0.038424576777183354,0.0,0.12004588059780281,2.3627414986890185e-13,-0.042600727856362486,1.892660536538556e-13,-0.017581073917308353,1.7393084816545937e-13,1.839243062544656e-13,0.13976400361917518,1.9138547551678323e-13,0.00044504347015233167,7.858875853658655e-14,-0.23499599136489738,4.339952760349598e-05,0.04570186665819895
C02208,-2.233093248040219e-13,-0.6517907967292568,0.030999542646198884,-1.277959207676256,-0.6687902267757918,-0.30941882406308296,0.05047920084475265,-0.007744002196741408,-0.052077894286516296,0.015114392686820327,-0.01537268171971552,-2.1846151874614367e-13,-0.7968423451865668,-0.0004699862281613202,-2.168753162485979e-13,-0.5390457236889837,-0.03826423925093455,0.0330243937125682,-0.02154608750657814,-0.044111144709807835,0.10524750857962772,0.0,-0.00118590213875239,0.04688819330095853,0.0004778005913519087,-0.0004718730177730977,-0.0190655721603474,-0.034950861388733004,0.006895144749575498,0.011017184226100605,-1.301965863532942,0.05745414610909718,-0.02457652828313567,0.10370585948194774,0.10076858901488384,0.0006776789145998737,-0.27698323627666654,-0.09432750487025171,-5.405893156513799e-05,-2.2325642781992962e-13,-2.2235992333119268e-13,0.00042915024200234085,-2.2310743237966995e-13,0.0287024743162668,-0.6771635500549994,-0.030417771292736706,-0.04534890890258999,0.0,0.06372610917522338,-2.024521649638103e-13,-0.06290322714022266,-2.1881125482463762e-13,-0.029216365254422512,-2.2119205794283246e-13,-2.1970957888441056e-13,0.07694946508452309,-2.1697461987557317e-13,0.00030647082703559917,2.7725961040888198e-14,-0.47833469174579796,3.32688947517744e-05,0.04946942742222628
C00749,-0.40961668306951887,0.958749597125246,-0.28381237383905505,0.4356252945149887,0.6120094723399837,-0.4169007000838836,0.17013708929244725,-1.0272218816490046,-1.0909590384552734,0.2697557548612339,-0.9029849274875129,-0.40961858047739674,-0.6373476270319807,-0.0020407521113619625,-0.40956313551461715,0.19686981103309886,-0.8679831742180888,-1.0121730858741536,-0.24622818199429533,-1.030673860455212,0.16956330304277045,0.0,-0.11026449045345295,0.22054666988556343,0.11912235466954518,-0.8891234384153632,-1.1316647385909668,-0.5390517168207954,0.4252566972647921,-0.5034412937547244,0.8655337469600302,0.4952748606264053,0.0756946742952351,0.21678947646676844,0.1320246558273235,-1.183297434434462,-0.5235083503362218,-0.7710532112279483,-0.17265234250783934,-0.409592653390434,-0.40961844419952226,-0.3948034597389135,-0.409600415299618,-0.6083569054354452,-0.5713730284222898,-0.13566080410448292,-0.39931091726126017,0.0,0.2917671300917605,-0.4093840999019401,-0.8797806037825421,-0.4095733397668326,-0.9947667631384728,-0.4096322537006123,-0.40960657918540405,0.16499788274624844,-0.4095832716389528,-0.9123572201454173,-0.30291955163850803,0.010667561365982585,-0.013479280146790897,0.5147066294735733
C01922,-1.000193869287844e-12,-0.32968271795835624,-0.04894890244654063,-0.8822656824961772,-0.6242263782590165,-0.46296436123565526,-0.0799237066441893,0.05557389352620158,0.2503322485953904,0.0030782562965150956,0.10121773184720324,-9.975459740686987e-13,-0.6692465706628979,3.842828524534139e-05,-1.0325203603746098e-12,-0.21197215270139147,0.0494447978781555,-0.019320699094999474,0.23429491431227942,0.1249541354999526,0.21604237810022833,0.0,0.08209421254521296,0.17522565964738876,0.0023911160594781234,-0.015054986082358739,0.20308168981978383,0.010138520079919274,-0.028541874226646797,-0.010056927839049198,-0.5979916310651391,0.09068712578817413,0.022104342293695664,0.20094299791929135,0.24622452486453775,0.00038703441614509865,-0.6058485981057271,-0.3519392011359957,-7.325361070848828e-05,-1.0134252489153151e-12,-9.95596689763398e-13,0.19764694123093712,-1.0156357540048417e-12,-0.06351391531668628,1.2050515448013335,-0.004807135153107611,-0.09823793803295623,0.0,0.15222760455871584,-1.0683909274275012e-12,-0.038840633314659145,-1.0284002715214504e-12,0.12313976401471298,-9.948844515064276e-13,-1.0069855767431993e-12,0.23359208455052083,-1.0166353810877593e-12,-0.006799322872534771,-9.975609568987154e-13,-0.8673224911091546,3.117832102005653e-05,-0.13165437224698923
C00444,1.0759679693566115,2.3599197397786633,2.7340285952941574,0.2660423551523222,0.24550345305094778,-0.35548248521485465,-0.24197738853586304,-0.09912563982971462,0.07980373652832154,-0.4994550956322256,-0.9206701395319828,1.0759676046453457,-0.8127918170020255,-0.6109929105692652,1.0759782573058785,0.6874801675144873,-0.0840379322555626,0.07566964880541635,-0.1710395949202629,-0.07490529975462891,0.17556745447972744,0.0,-0.21070742760376784,0.25068687223963554,-0.6205167796501695,-0.9067818893833351,2.088581023900496,1.6970870279932246,-0.20642027177502928,1.945366235578282,2.1993796611095515,-0.05462703605811072,-0.0591769994485336,0.1824809596613128,0.22754297872349522,0.005317167830170302,3.7793165757816127,0.9248835587572031,-0.6875267218051032,1.075972587243137,1.0759676308404515,-0.18173352364179945,1.0759710958045978,1.7850860354983897,0.7456431278651839,0.5460546336579102,2.1399616801575916,0.0,0.1988068143290968,1.0760125887243972,-0.27555919552962155,1.0759762974935259,-0.9446056729364452,1.075964976100796,1.0759699112871837,0.23997163503915891,1.075974389675976,-0.941097253399536,2.0652406310072897,0.8886576138411197,-0.7170222342739658,-0.1924161687630017
