customer_id,q50_days_since_first_transaction,q30_customer_transaction_order,slope_amount,tenure_all_time,q50_days_since_previous_transaction,rfm_frequency_all_time,rfm_recency_30d,q10_days_since_previous_transaction,q99_days_since_previous_transaction,tenure_30d,min_customer_transaction_order,rfm_recency_60d,q70_customer_transaction_order,q5_days_until_next_transaction,max_days_since_previous_transaction,slope_days_until_next_transaction,q70_days_until_next_transaction,q80_days_since_previous_transaction,min_days_until_next_transaction,q20_days_since_first_transaction,rfm_frequency_90d,rfm_recency_90d,mode_amount,q90_days_until_next_transaction,q50_amount,mode_customer_transaction_order,mode_days_until_next_transaction,rfm_frequency_30d,q20_amount,q95_days_since_first_transaction,tenure_90d,q99_days_until_next_transaction,q95_days_since_previous_transaction,q70_days_since_first_transaction,q70_days_since_previous_transaction,q5_days_since_previous_transaction,q40_days_since_first_transaction,rfm_recency_all_time,mean_days_until_next_transaction,q90_amount,q20_days_since_previous_transaction,q30_days_since_previous_transaction,q99_customer_transaction_order,q10_customer_transaction_order,q50_customer_transaction_order,rfm_monetary_90d,q40_days_until_next_transaction,q99_amount,max_days_since_first_transaction,slope_days_since_first_transaction,q1_customer_transaction_order,q10_days_until_next_transaction,q80_customer_transaction_order,q95_days_until_next_transaction,q5_customer_transaction_order,q70_amount,q10_days_since_first_transaction,rfm_monetary_60d,rfm_monetary_all_time,max_amount
C01552,0.567373540531851,1.0759679693566115,0.2915820962744924,0.3467442474605349,0.0095652534070583,0.6057117747675892,0.2740542171926917,-0.6532972657309175,-0.8381368037599609,0.5135466307261287,0.0,0.1626359550167166,1.0759710958045978,-0.6109929105692652,-0.9684698690579596,-0.3029325397227945,-0.3597243822010945,0.1455466972949421,-0.6875267218051032,0.1688191270305854,1.0760125887243972,0.2377785319252111,-0.5181791067957701,-0.8324412622461429,-0.3606081598350181,0.0,-0.2588844758192371,0.8228592438320955,-0.2313185760754563,0.5091524305932646,0.7735168950186728,-1.0633590793488852,-0.2607750834376635,0.4445419578740313,0.1567886654670717,-0.6205167796501695,0.5226541538126951,0.3834185691573705,-0.8047771532112556,-0.1932586829453858,-0.4897918257233488,-0.3295779844003687,1.0759782573058785,1.0759676308404515,1.0759690161515003,0.7101334904992904,-0.7798840714555526,0.1027505199645595,0.7735168950186702,-0.0830852252045433,1.0759675980927512,-0.6723600967966576,1.075972587243137,-0.9413245032782216,1.0759676046453457,-0.1736891579871879,0.8993157649621686,0.7367493436756607,0.3362963532592219,0.1450012591156944
C02842,-0.7480955998595493,-0.6797229835106335,0.2854642497435696,-0.0719962549416357,0.1602662651774191,-0.4572773309420856,0.0897995725856049,0.6389769630980945,0.452516067153572,0.0318800506165793,0.0,-0.0143245359765789,-0.6797043264094755,0.4702078605702774,0.383616085996647,-0.1967646477611128,1.1121130386142992,0.4037252090840958,0.5996592264380565,-1.0284517333829073,-0.6794562251067287,0.3790976480607665,-1.059712496295402,0.4353524709452858,-1.3415555697153476,0.0,0.2109863736089457,-0.3943923841199108,-1.3294822943103315,-0.7286370987030332,-0.5182068409699442,0.0711644104672891,0.5177427295502596,-0.6312636238234357,0.365513889573521,0.8094522133679454,-0.9827308513113012,0.1920249073718671,0.5537263609631826,-1.347474269784929,0.388622810241422,0.2386539755069644,-0.6796615705728891,-0.6797250032976992,-0.6797167373309931,-0.910167529797194,0.2580262790977023,-1.2916564748108244,-0.518206840969945,0.5471903993076943,-0.6797251986865743,0.3460179317966261,-0.6796954244147195,0.2361839801295503,-0.6797251595906225,-1.3334522870724228,-0.7958609637474142,-0.7189720530165523,-0.7176308290331461,-1.2779201082730272
C01642,0.0455393538231653,4.14831556820363e-13,-0.5125022500926684,-1.2315853385168778,0.0265776889121332,-0.866119294676576,-1.9873512313582435,0.0110263076075076,0.0073839252718502,2.8169370601855247e-14,0.0,-1.9086772571036843,4.1982581361765853e-13,-0.0001959424539727,0.0090497448071367,-0.1498121654644261,-0.0108092233078655,0.0243893427495893,-6.889351687832011e-05,-0.0310757419495216,4.783052333386703e-13,-1.82910376060502,-0.0103197487228215,0.0735431397321636,0.0084181147940162,0.0,-0.1849652563087426,-0.4515697075294816,-0.0756543317443511,-0.0009636379397387,2.2429346414456453e-13,0.0003556819950814,0.0069040170975784,0.0584901539396171,0.022659460571466,0.0001754990269255,-0.0523189648001795,-0.8446907606329427,0.0287578991426037,0.0191180095745313,-0.0146870960449499,0.0144312896088356,4.315697633952546e-13,4.1398229825854554e-13,4.1814897094547023e-13,-0.0608146608978752,-0.0439808458027826,0.0021038781173629,2.288825887306422e-13,0.0509519175350577,4.1495694189198234e-13,0.0059805667222282,4.213234131457369e-13,0.0111991012186277,4.1188317913222833e-13,-0.0163725954792669,-0.1278495734465357,-0.3558185251151524,-0.774076217680677,-0.0079024593942757
C00191,0.0817045580555211,-1.0832879938986737,0.028021466333514,-1.2315853385168778,-2.8943468997940025,-0.866119294676576,0.7653999361449231,-0.1501981589976818,-0.881823430987381,-1.301965863532942,0.0,0.6345305976655049,-1.0833772877479138,0.0023730424025716,-0.2170008043148579,2.990257731679258,-0.4178623277211157,-2.982951099950248,-0.0021673050667196,-0.2618835945266918,-1.0845644129139116,0.5204167641963219,-0.0510568888824452,0.1522222842620223,-0.0102344810443148,0.0,-0.0681443299856785,-0.8625660871783747,-0.0912152833600428,-0.2732662359900372,-1.540821465294266,0.0083533361069996,-2.4526919744352558,1.0609628873358012,-2.977687014622426,-0.0280759223070233,0.0269886736158214,0.8938016672520461,-0.117007190086248,0.0022656046006426,-0.7576728046510018,-1.8669337841973,-1.0835819074642845,-1.08327832690384,-1.0833178887889543,-0.9361497360531574,-0.0595563030364967,0.0131846382782443,-1.540821465294275,-2.7235213970905403,-1.083277391742285,-0.0434331557758679,-1.0834198920401443,0.0741215218869515,-1.0832775788616194,-0.1161365841637531,-0.4787768093610565,-0.7629999613945968,-0.7495065777337815,0.0196956689263515
C02329,3.327279384098122,-0.4096166830695188,0.8602521162412758,1.9572846413150375,0.1602662651774191,-0.1302037599544934,-0.0176823034351956,-0.1610023214151034,4.597122885821036,1.6250848925173964,0.0,0.0889024171028435,-0.409600415299618,-0.3127306288755984,4.710291142171388,-0.6495759857596043,1.5831010132752257,1.1362316843928577,-0.4300895321564713,6.402884641597392,-0.4093840999019401,0.3084380899929888,-0.1272749371231754,3.08782872123941,0.7905962302131216,0.0,-0.7287553252474199,-0.1134881622848324,1.9576218851057396,1.9374922563842856,1.7423096970101355,3.596973101040788,3.0584869099216987,2.649943400353839,0.8890958076710547,-0.2753518503009693,3.242059324359269,-0.5576002679546876,1.771793857849546,0.2034482206157355,0.0785941151950322,0.1653337226156957,-0.4095631355146171,-0.4096184441995222,-0.4096112367952249,-0.1081552977105645,-0.2776693857039778,0.281256385050289,1.7423096970101315,1.1374057724843205,-0.409618614566678,-0.1986958974509442,-0.409592653390434,3.438180733255948,-0.4096185804773967,0.1793358151872119,5.246353118781792,0.5167755071237068,0.3786453908630017,0.2808389941584362
C00002,0.0005077945813351,1.7912726501737122e-13,-0.5317658340505808,-0.6356853927907118,0.1078898392027197,-0.0484353672075953,-0.4322552538011408,0.0175850675369934,0.0448164311289876,-1.0981838488712097,0.0,-1.2893155386271826,1.833524981922019e-13,-0.0004766925404462,0.0104237802598107,-0.2293280636664717,0.0404446633570103,0.1617242030822664,-2.733959862753516e-05,0.0177613556177092,2.3627414986890185e-13,-1.2355634728356095,0.0089392594570805,-0.0134731039444164,0.021632577672912,0.0,0.0100731314204152,-0.3943923841199108,-0.0210383410133068,0.0068782587344829,7.858875853658655e-14,-0.0055130583495157,0.1231077296644992,-0.0310090029384807,0.1596383821825791,0.0010023539340726,0.0554107985032814,-0.7649434015556497,0.0207499396519346,0.0211572019382353,0.042901504292256,0.0933162936148522,1.9337039370545378e-13,1.7962723408682998e-13,1.8352493561289998e-13,0.3686732528558665,-0.0023173660256672,0.001787968958173,8.33690966470844e-14,0.1583945227876956,1.8030197746164722e-13,0.0114012963225333,1.8607201270955852e-13,-0.0276934628238504,1.80077065212161e-13,0.056908715876815,-0.0426007278563624,0.1939309272278796,0.2832940733347178,-0.0050014101480883
C02208,0.0309995426461988,-2.233093248040219e-13,-0.6687902267757918,-0.6517907967292568,0.0468881933009585,-0.5390457236889837,-0.3094188240630829,0.0151143926868203,0.0279695102892642,-1.301965863532942,0.0,-1.3335556613755193,-2.2310743237966997e-13,-0.0004699862281613,0.0102560318242765,-0.1590501702449581,0.0504792008447526,0.1052475085796277,-5.405893156513799e-05,-0.0190655721603474,-2.024521649638103e-13,-1.277959207676256,-0.0153726817197155,-0.0245765282831356,-0.0441111447098078,0.0,0.0800902451809843,-0.8625660871783747,-0.0256899713413801,0.0110171842261006,2.77259610408882e-14,-0.0055680892304637,0.0765317429298103,-0.034950861388733,0.1007685890148838,0.0004778005913519,0.0898300273786693,-0.7968423451865668,0.0163291689276067,0.0237117123818125,0.0352088035428651,0.0574541461090971,-2.168753162485979e-13,-2.223599233311927e-13,-2.1831070772253465e-13,-0.0943275048702517,-0.0011859021387523,0.0006776789145998,3.422722087116538e-14,0.0972701830375287,-2.2003588517668802e-13,0.0125222853688793,-2.2325642781992962e-13,-0.0304177712927367,-2.184615187461437e-13,0.0514103035087274,-0.0629032271402226,-0.3949942552870477,-0.2481563563564559,-0.0167694542111896
C00749,-0.283812373839055,-0.4096166830695188,0.6120094723399837,0.958749597125246,0.2205466698855634,0.1968698110330988,-0.4169007000838836,0.2697557548612339,-0.0024877570230781,0.8655337469600302,0.0,-0.0733113663076774,-0.409600415299618,-0.0020407521113619,-0.0670792323548885,-0.2534973908050074,0.1701370892924472,0.1695633030427704,-0.1726523425078393,-1.1316647385909668,-0.4093840999019401,0.4356252945149887,-0.9029849274875128,0.0756946742952351,-1.030673860455212,0.0,0.6808572230371286,-0.0198534216731396,-0.959734233921096,-0.5034412937547244,-0.302919551638508,-0.3031901417279468,0.1737464866021073,-0.5390517168207954,0.1320246558273235,0.1191223546695451,-0.1571971388239486,-0.6373476270319807,-0.0065846876045446,-1.2463614832952268,0.5436371577646167,0.4952748606264053,-0.4095631355146171,-0.4096184441995222,-0.4096112367952249,-0.7710532112279483,-0.1102644904534529,-1.183297434434462,-0.3029195516385091,0.2505536573484569,-0.409618614566678,0.1565522520583407,-0.409592653390434,-0.1356608041044829,-0.4096185804773967,-1.152813673749578,-0.8797806037825421,-0.5842701835377703,-0.5028984142824222,-1.1700655091241832
C01922,-0.0489489024465406,-1.000193869287844e-12,-0.6242263782590165,-0.3296827179583562,0.1752256596473887,-0.2119721527013914,-0.4629643612356552,0.003078256296515,0.0621485642026229,-0.5979916310651391,0.0,0.0151688791889703,-1.0156357540048417e-12,3.842828524534139e-05,-0.0067305943712329,-0.2694472091512446,-0.0799237066441893,0.2160423781002283,-7.325361070848828e-05,0.2030816898197838,-1.0683909274275012e-12,-0.8822656824961772,0.1012177318472032,0.0221043422936956,0.1249541354999526,0.0,0.2965991054954623,-0.300757643508218,-0.1535092051977126,-0.0100569278390491,-9.975609568987154e-13,-0.0008998818251463,0.1854508176565353,0.0101385200799192,0.2462245248645377,0.0023911160594781,-0.1719374440603588,-0.6692465706628979,0.0052579542149779,0.2529696935774994,-0.0010198718643409,0.0906871257881741,-1.0325203603746098e-12,-9.95596689763398e-13,-1.0056686667833685e-12,-0.3519392011359957,0.0820942125452129,0.000387034416145,-1.0111371171325281e-12,0.2049439852359691,-1.0004698084098473e-12,-0.0110949879966397,-1.0134252489153153e-12,-0.0048071351531076,-9.975459740686989e-13,0.050042398134548,-0.0388406333146591,-0.5640375617351386,1.123652539643378,0.0061402456276564
C00444,2.734028595294157,1.0759679693566115,0.2455034530509477,2.3599197397786638,0.2506868722396355,0.6874801675144873,-0.3554824852148546,-0.4994550956322256,0.268390006008157,2.1993796611095515,0.0,0.3690898611755615,1.0759710958045978,-0.6109929105692652,0.2934770223263399,-0.2843666774612441,-0.241977388535863,0.1755674544797274,-0.6875267218051032,2.088581023900496,1.0760125887243972,0.2660423551523222,-0.9206701395319828,-0.0591769994485336,-0.0749052997546289,0.0,-0.0239490511051456,0.8228592438320955,-0.6551712392538291,1.945366235578282,2.0652406310072897,1.289726677306884,0.131501333959352,1.6970870279932246,0.2275429787234952,-0.6205167796501695,2.343684401946561,-0.8127918170020255,-0.0911329020943039,0.0541004108382287,0.0269226660206339,-0.0546270360581107,1.0759782573058785,1.0759676308404515,1.0759690161515003,0.9248835587572032,-0.2107074276037678,0.0053171678301703,2.0652406310072853,0.1220630370610803,1.0759675980927512,-0.5302608369929436,1.075972587243137,0.5460546336579102,1.0759676046453457,0.4145250391189723,-0.2755591955296215,0.771663458448916,0.5880511844533636,0.0173194129264507
